Drug,Demand_Forecast,Optimal_Stock_Level,Restocking_Strategy
Lisinopril,9050,5804,Quarterly
Atorvastatin,3063,7728,Quarterly
Lisinopril,4736,9238,Quarterly
Metformin,6918,2414,Weekly
Lisinopril,2657,4248,Weekly
Insulin,7900,3660,Monthly
Atorvastatin,6983,3940,Weekly
Atorvastatin,1708,8211,Weekly
Insulin,7232,6990,Weekly
Insulin,4790,9230,Quarterly
Insulin,9478,6409,Monthly
Insulin,3743,10515,Monthly
Metformin,4380,7914,Monthly
Lisinopril,2562,5716,Quarterly
Atorvastatin,1926,3807,Quarterly
Atorvastatin,1228,3575,Quarterly
Metformin,5203,6902,Quarterly
Atorvastatin,8144,1995,Monthly
Metformin,8654,10551,Monthly
Insulin,9732,3092,Quarterly
Metformin,8304,4641,Weekly
Metformin,9595,3662,Quarterly
Metformin,1360,5559,Quarterly
Lisinopril,5840,2795,Weekly
Lisinopril,6499,7638,Monthly
Metformin,4307,1915,Monthly
Insulin,4797,4426,Weekly
Insulin,6022,10261,Quarterly
Lisinopril,1366,5786,Weekly
Lisinopril,9429,7725,Weekly
Insulin,2487,5315,Monthly
Atorvastatin,1293,5514,Quarterly
Atorvastatin,6748,7280,Weekly
Atorvastatin,4671,5328,Weekly
Insulin,5899,7173,Weekly
Atorvastatin,8128,1816,Monthly
Atorvastatin,8595,10836,Quarterly
Insulin,5399,4450,Monthly
Metformin,9857,2340,Monthly
Atorvastatin,5377,9057,Quarterly
Metformin,3596,7007,Quarterly
Atorvastatin,4656,10771,Monthly
Metformin,4703,9775,Weekly
Lisinopril,4533,2950,Weekly
Atorvastatin,3606,10767,Quarterly
Insulin,6869,9805,Monthly
Insulin,6766,8277,Monthly
Atorvastatin,1014,2102,Weekly
Lisinopril,6761,9740,Quarterly
Atorvastatin,5669,8009,Weekly
Atorvastatin,2976,5558,Weekly
Atorvastatin,7176,2250,Monthly
Lisinopril,1883,4931,Monthly
Lisinopril,1759,2973,Quarterly
Metformin,3122,6989,Weekly
Insulin,3348,10448,Quarterly
Atorvastatin,1222,3518,Monthly
Insulin,4343,7370,Quarterly
Metformin,3474,7113,Monthly
Metformin,7415,5052,Weekly
Atorvastatin,4196,8858,Quarterly
Insulin,3767,7016,Quarterly
Lisinopril,3044,4255,Quarterly
Atorvastatin,2703,9591,Weekly
Atorvastatin,3873,7606,Monthly
Metformin,1982,2510,Weekly
Atorvastatin,1977,3547,Weekly
Atorvastatin,5990,2634,Weekly
Atorvastatin,2046,4527,Monthly
Atorvastatin,7019,6608,Monthly
Atorvastatin,5036,6183,Monthly
Lisinopril,6988,9477,Quarterly
Metformin,4682,10906,Quarterly
Insulin,6123,6475,Weekly
Lisinopril,2266,5269,Monthly
Atorvastatin,7202,4456,Quarterly
Atorvastatin,4024,5066,Quarterly
Atorvastatin,2177,2870,Weekly
Insulin,3766,2325,Monthly
Insulin,3240,7873,Weekly
Atorvastatin,2230,10039,Monthly
Lisinopril,9965,7610,Weekly
Lisinopril,9660,1855,Weekly
Metformin,2611,4700,Monthly
Lisinopril,2557,7081,Quarterly
Metformin,9171,6574,Monthly
Insulin,3111,6669,Monthly
Atorvastatin,1004,3293,Quarterly
Atorvastatin,3000,10810,Weekly
Lisinopril,3735,10007,Quarterly
Metformin,7577,3665,Weekly
Insulin,1386,4978,Quarterly
Atorvastatin,9411,3295,Quarterly
Atorvastatin,1201,4352,Monthly
Insulin,3137,10016,Weekly
Atorvastatin,1598,10988,Weekly
Lisinopril,8881,2389,Weekly
Lisinopril,3576,2081,Quarterly
Atorvastatin,3286,5268,Monthly
Metformin,5622,7650,Quarterly
Lisinopril,2474,10017,Quarterly
Insulin,9827,3401,Quarterly
Atorvastatin,1235,5253,Weekly
Atorvastatin,9729,10824,Weekly
Lisinopril,4494,8137,Quarterly
Atorvastatin,7613,8012,Weekly
Metformin,4534,6258,Monthly
Insulin,8866,10925,Weekly
Metformin,7053,5811,Quarterly
Atorvastatin,3226,8173,Quarterly
Metformin,6797,5999,Monthly
Metformin,9433,10990,Monthly
Insulin,7483,6483,Weekly
Atorvastatin,6821,7274,Monthly
Atorvastatin,8746,9212,Monthly
Insulin,2972,6336,Quarterly
Lisinopril,4982,1867,Quarterly
Lisinopril,4516,6724,Quarterly
Lisinopril,3592,3632,Quarterly
Insulin,7698,10718,Quarterly
Atorvastatin,4680,5716,Weekly
Metformin,5495,6972,Monthly
Atorvastatin,6197,5137,Monthly
Lisinopril,5769,7771,Monthly
Lisinopril,5253,6547,Monthly
Lisinopril,9162,7036,Quarterly
Metformin,6168,9054,Quarterly
Lisinopril,7512,5537,Weekly
Insulin,7223,10469,Quarterly
Atorvastatin,2783,6404,Monthly
Metformin,8321,5979,Monthly
Atorvastatin,7006,7475,Quarterly
Lisinopril,8991,5291,Quarterly
Lisinopril,9808,4038,Monthly
Metformin,1535,6952,Monthly
Metformin,9103,1781,Weekly
Metformin,9080,6253,Monthly
Metformin,2238,9923,Quarterly
Metformin,7371,3820,Weekly
Metformin,1839,8349,Quarterly
Atorvastatin,7279,5757,Weekly
Lisinopril,4812,5491,Weekly
Insulin,2315,1680,Monthly
Atorvastatin,9761,1639,Monthly
Metformin,3795,5676,Weekly
Insulin,2687,3203,Monthly
Insulin,1335,2687,Weekly
Atorvastatin,5363,7897,Weekly
Lisinopril,2288,9016,Weekly
Insulin,9331,4450,Weekly
Atorvastatin,1066,4981,Weekly
Insulin,7794,5559,Weekly
Atorvastatin,1700,7493,Quarterly
Metformin,1362,9497,Quarterly
Atorvastatin,7967,7709,Weekly
Lisinopril,7289,6243,Quarterly
Atorvastatin,9474,3010,Monthly
Metformin,9435,6674,Quarterly
Atorvastatin,1235,5581,Quarterly
Atorvastatin,7589,7688,Weekly
Atorvastatin,3701,9949,Weekly
Metformin,5509,5364,Monthly
Atorvastatin,8839,6570,Quarterly
Lisinopril,9373,7171,Weekly
Metformin,9281,7103,Monthly
Atorvastatin,4484,2415,Monthly
Atorvastatin,6259,7775,Weekly
Metformin,9151,9522,Quarterly
Insulin,8950,9692,Monthly
Lisinopril,7298,2017,Weekly
Metformin,2633,4977,Weekly
Insulin,1207,5026,Monthly
Lisinopril,9466,3765,Quarterly
Atorvastatin,1117,1625,Quarterly
Insulin,6600,6274,Quarterly
Atorvastatin,5187,4086,Monthly
Insulin,7773,3086,Weekly
Insulin,7605,9760,Weekly
Metformin,9656,2713,Quarterly
Metformin,5371,9617,Quarterly
Metformin,2826,4676,Quarterly
Atorvastatin,7008,3644,Monthly
Metformin,8479,9080,Weekly
Atorvastatin,3642,3849,Weekly
Lisinopril,1953,3900,Weekly
Metformin,7027,8730,Weekly
Lisinopril,9586,9941,Monthly
Lisinopril,6045,9143,Monthly
Atorvastatin,8457,10040,Quarterly
Insulin,2317,10128,Monthly
Metformin,5948,3185,Quarterly
Metformin,1643,6820,Monthly
Atorvastatin,3966,10977,Monthly
Lisinopril,9151,4425,Quarterly
Insulin,8242,4729,Monthly
Lisinopril,3010,3700,Monthly
Insulin,5331,2332,Weekly
Insulin,4663,3913,Weekly
Insulin,1977,2943,Quarterly
Lisinopril,8387,4373,Weekly
Metformin,6484,8848,Monthly
Metformin,7730,4394,Weekly
Lisinopril,6731,8967,Quarterly
Atorvastatin,1479,9778,Quarterly
Atorvastatin,3479,10651,Quarterly
Lisinopril,7831,5893,Monthly
Insulin,3235,9520,Monthly
Insulin,2931,7062,Monthly
Insulin,5076,8946,Weekly
Lisinopril,8492,7208,Weekly
Metformin,4515,3669,Weekly
Lisinopril,6930,9467,Weekly
Atorvastatin,3430,7965,Quarterly
Insulin,4369,3941,Weekly
Lisinopril,3507,4665,Weekly
Metformin,2046,2687,Quarterly
Insulin,6762,5297,Weekly
Metformin,4054,10404,Quarterly
Lisinopril,8917,3145,Quarterly
Atorvastatin,3603,7496,Weekly
Metformin,1193,5691,Quarterly
Insulin,1580,4568,Quarterly
Atorvastatin,8134,8310,Weekly
Metformin,5698,10882,Quarterly
Insulin,8019,7702,Quarterly
Lisinopril,3854,8418,Quarterly
Lisinopril,6920,10819,Weekly
Atorvastatin,9826,8005,Quarterly
Metformin,5475,7057,Weekly
Lisinopril,2532,6160,Quarterly
Insulin,3909,9583,Monthly
Lisinopril,2410,6628,Weekly
Lisinopril,3621,9245,Weekly
Atorvastatin,3928,9173,Quarterly
Metformin,4019,10301,Weekly
Insulin,9414,9186,Weekly
Insulin,2394,9584,Quarterly
Atorvastatin,7015,4357,Weekly
Insulin,7276,9555,Monthly
Lisinopril,7172,4855,Weekly
Insulin,8643,3287,Monthly
Insulin,5783,5321,Weekly
Metformin,3743,5554,Monthly
Metformin,7049,1536,Weekly
Lisinopril,7627,3510,Weekly
Lisinopril,4414,1581,Monthly
Atorvastatin,6181,4534,Quarterly
Lisinopril,5463,6448,Weekly
Atorvastatin,5602,3731,Quarterly
Metformin,9529,4775,Quarterly
Lisinopril,3423,5086,Quarterly
Atorvastatin,1667,4168,Monthly
Atorvastatin,5645,8773,Weekly
Insulin,9264,10312,Quarterly
Insulin,8268,2995,Monthly
Lisinopril,3491,4520,Weekly
Insulin,6453,7890,Quarterly
Lisinopril,5403,4098,Monthly
Insulin,4976,10909,Monthly
Atorvastatin,1070,10118,Quarterly
Lisinopril,9015,2683,Quarterly
Insulin,4289,8592,Monthly
Lisinopril,9315,4255,Monthly
Lisinopril,5374,3757,Quarterly
Lisinopril,1027,1967,Monthly
Atorvastatin,2666,7763,Weekly
Metformin,8719,9859,Quarterly
Lisinopril,3057,4603,Quarterly
Atorvastatin,1232,2700,Weekly
Metformin,7230,3101,Weekly
Lisinopril,2851,3482,Quarterly
Lisinopril,9980,1639,Quarterly
Metformin,5674,2563,Weekly
Atorvastatin,7405,9620,Weekly
Atorvastatin,7244,8710,Weekly
Insulin,9424,6909,Monthly
Insulin,2970,1581,Weekly
Lisinopril,6026,4775,Quarterly
Metformin,6758,6696,Weekly
Insulin,7530,9696,Monthly
Metformin,2321,5209,Monthly
Metformin,9513,3280,Weekly
Insulin,1642,3400,Monthly
Lisinopril,2657,6165,Monthly
Metformin,6814,5776,Weekly
Atorvastatin,6938,8678,Weekly
Atorvastatin,4208,6950,Weekly
Insulin,7794,9266,Quarterly
Insulin,7592,7482,Weekly
Metformin,9242,2030,Monthly
Atorvastatin,2359,3789,Weekly
Lisinopril,7295,6196,Quarterly
Metformin,6089,9966,Monthly
Insulin,1745,9313,Monthly
Atorvastatin,4312,3277,Monthly
Insulin,2551,9854,Quarterly
Lisinopril,1959,2410,Quarterly
Metformin,5441,10111,Quarterly
Lisinopril,9002,9341,Weekly
Insulin,9842,6085,Monthly
Insulin,1299,5856,Weekly
Lisinopril,2469,2213,Monthly
Insulin,6056,9697,Quarterly
Insulin,7715,9112,Monthly
Atorvastatin,3403,9809,Quarterly
Metformin,5760,2629,Monthly
Atorvastatin,9844,4085,Monthly
Lisinopril,1652,8862,Monthly
Atorvastatin,6242,10007,Monthly
Lisinopril,2409,2379,Quarterly
Lisinopril,2556,3129,Weekly
Atorvastatin,6440,6316,Quarterly
Lisinopril,1652,5869,Monthly
Metformin,7214,9965,Quarterly
Insulin,4068,1679,Weekly
Insulin,6695,6120,Weekly
Insulin,8377,2804,Monthly
Lisinopril,4641,7722,Weekly
Insulin,4841,7863,Monthly
Insulin,3261,3943,Quarterly
Metformin,7565,4176,Monthly
Atorvastatin,8077,8347,Quarterly
Atorvastatin,7076,2783,Quarterly
Metformin,6279,5634,Quarterly
Atorvastatin,1921,9957,Monthly
Lisinopril,1251,4296,Weekly
Insulin,4958,8888,Quarterly
Atorvastatin,5530,3286,Monthly
Metformin,7071,3972,Weekly
Atorvastatin,1198,7325,Quarterly
Insulin,3703,9649,Quarterly
Lisinopril,4905,10922,Quarterly
Insulin,7153,2461,Weekly
Atorvastatin,3106,5415,Monthly
Lisinopril,1055,8251,Monthly
Lisinopril,2166,6180,Weekly
Atorvastatin,8445,8533,Weekly
Metformin,8990,4706,Quarterly
Lisinopril,2405,1510,Weekly
Insulin,1044,6438,Weekly
Insulin,6837,4119,Weekly
Insulin,3497,9093,Quarterly
Lisinopril,4165,6323,Quarterly
Insulin,1198,8499,Monthly
Lisinopril,3045,6207,Monthly
Metformin,8574,5697,Weekly
Lisinopril,1612,3408,Weekly
Lisinopril,7887,9075,Monthly
Insulin,9227,7243,Weekly
Atorvastatin,6680,5571,Quarterly
Metformin,7836,3869,Quarterly
Metformin,6399,7250,Weekly
Lisinopril,8658,6794,Monthly
Insulin,3338,3725,Monthly
Lisinopril,6593,8608,Weekly
Metformin,3674,9697,Monthly
Insulin,5232,8027,Weekly
Lisinopril,3640,6185,Monthly
Metformin,9304,2624,Quarterly
Atorvastatin,8989,10329,Weekly
Insulin,4138,9254,Quarterly
Metformin,3008,9179,Monthly
Insulin,6064,3400,Weekly
Insulin,5346,5037,Weekly
Metformin,3104,10562,Monthly
Lisinopril,9468,2085,Quarterly
Insulin,1556,8471,Weekly
Atorvastatin,9410,5599,Weekly
Metformin,1565,9486,Quarterly
Metformin,1581,8838,Quarterly
Metformin,2067,2987,Weekly
Insulin,8391,9055,Monthly
Metformin,5288,3061,Weekly
Insulin,5454,7443,Weekly
Insulin,7237,4842,Weekly
Metformin,8121,4997,Monthly
Insulin,2895,7408,Weekly
Insulin,1663,7585,Monthly
Insulin,1090,6074,Monthly
Lisinopril,5646,5869,Quarterly
Metformin,8515,7300,Quarterly
Lisinopril,5239,4959,Weekly
Lisinopril,3510,4511,Quarterly
Insulin,5905,4488,Monthly
Insulin,6984,8253,Weekly
Atorvastatin,4377,3087,Weekly
Atorvastatin,3788,3940,Monthly
Lisinopril,2656,10658,Quarterly
Atorvastatin,5548,10606,Quarterly
Lisinopril,2024,4762,Quarterly
Metformin,9647,4688,Weekly
Metformin,7994,9443,Monthly
Metformin,2181,6103,Monthly
Metformin,7879,6740,Quarterly
Insulin,7406,10004,Weekly
Insulin,1824,4317,Weekly
Atorvastatin,5940,4725,Monthly
Metformin,7078,10666,Weekly
Metformin,4542,2375,Quarterly
Insulin,3718,5800,Monthly
Lisinopril,4652,7142,Quarterly
Lisinopril,6104,9195,Quarterly
Metformin,9140,5436,Quarterly
Lisinopril,3177,5919,Monthly
Atorvastatin,6119,5664,Quarterly
Metformin,9249,5507,Monthly
Atorvastatin,6610,8261,Quarterly
Metformin,2456,10450,Quarterly
Metformin,1118,1863,Monthly
Lisinopril,7565,8979,Monthly
Metformin,4882,7461,Monthly
Lisinopril,3754,9233,Weekly
Metformin,7204,7651,Quarterly
Atorvastatin,6822,4765,Monthly
Insulin,9524,10085,Monthly
Lisinopril,5416,9764,Quarterly
Insulin,1365,8780,Monthly
Metformin,9306,5244,Weekly
Lisinopril,4179,10444,Monthly
Atorvastatin,5203,9694,Quarterly
Atorvastatin,2471,9661,Monthly
Lisinopril,7574,2588,Quarterly
Atorvastatin,4608,9619,Monthly
Atorvastatin,7733,8375,Quarterly
Insulin,4342,10237,Quarterly
Metformin,2172,4038,Quarterly
Metformin,6984,7701,Quarterly
Metformin,4581,4791,Weekly
Lisinopril,3368,1501,Quarterly
Lisinopril,4555,7565,Weekly
Metformin,9201,4017,Weekly
Atorvastatin,3522,4655,Weekly
Lisinopril,3515,5452,Weekly
Insulin,6511,10902,Monthly
Lisinopril,2677,9505,Weekly
Lisinopril,3948,5323,Monthly
Insulin,8421,10851,Monthly
Metformin,4652,6747,Quarterly
Metformin,6129,10947,Quarterly
Insulin,3882,2195,Weekly
Insulin,2384,1597,Quarterly
Atorvastatin,7609,2588,Quarterly
Metformin,4016,10540,Monthly
Insulin,9867,8485,Weekly
Insulin,2095,8214,Monthly
Metformin,5162,7296,Quarterly
Lisinopril,2690,7689,Weekly
Lisinopril,1219,3524,Weekly
Lisinopril,2405,2753,Weekly
Metformin,1035,4468,Quarterly
Atorvastatin,9641,9708,Monthly
Metformin,1376,6540,Monthly
Insulin,4095,6967,Weekly
Metformin,7586,10567,Weekly
Insulin,4738,8682,Monthly
Metformin,1279,10628,Monthly
Insulin,5888,8446,Quarterly
Atorvastatin,3787,10687,Quarterly
Atorvastatin,5195,5570,Weekly
Atorvastatin,5204,2407,Monthly
Lisinopril,6835,9221,Quarterly
Insulin,4262,3313,Monthly
Atorvastatin,6260,10578,Weekly
Atorvastatin,9544,2689,Weekly
Atorvastatin,2232,9458,Quarterly
Lisinopril,7372,5093,Weekly
Insulin,7047,8262,Weekly
Atorvastatin,1820,3789,Weekly
Lisinopril,1598,7790,Monthly
Atorvastatin,3709,2714,Weekly
Insulin,3001,2758,Quarterly
Metformin,3088,4843,Quarterly
Metformin,3826,4053,Monthly
Metformin,9796,5639,Quarterly
Metformin,4801,9084,Monthly
Lisinopril,5965,7719,Quarterly
Metformin,2002,5960,Monthly
Insulin,8639,3965,Monthly
Metformin,9723,7687,Quarterly
Insulin,4658,5875,Monthly
Lisinopril,5056,1517,Weekly
Atorvastatin,7130,7566,Monthly
Insulin,4017,4231,Weekly
Metformin,6817,4723,Weekly
Lisinopril,4639,3416,Monthly
Lisinopril,2085,9279,Quarterly
Metformin,7425,2696,Monthly
Metformin,9694,10192,Quarterly
Insulin,3395,8720,Weekly
Metformin,9929,8667,Weekly
Atorvastatin,2803,2171,Weekly
Metformin,8033,3753,Quarterly
Metformin,7219,6869,Quarterly
Insulin,5914,8114,Monthly
Atorvastatin,9404,4407,Weekly
Metformin,6773,5107,Monthly
Lisinopril,6655,10474,Weekly
Metformin,7381,2377,Monthly
Metformin,9122,1663,Weekly
Lisinopril,1613,10800,Quarterly
Lisinopril,3241,3376,Quarterly
Atorvastatin,6354,7131,Weekly
Metformin,8583,3695,Quarterly
Atorvastatin,2636,9705,Quarterly
Lisinopril,5267,5512,Quarterly
Lisinopril,2247,6561,Monthly
Lisinopril,4756,8668,Quarterly
Lisinopril,5172,8600,Quarterly
Metformin,5745,8491,Quarterly
Metformin,2511,3010,Monthly
Insulin,4174,5833,Weekly
Insulin,7403,4605,Monthly
Insulin,6614,2147,Monthly
Lisinopril,5763,6442,Quarterly
Insulin,9845,5109,Monthly
Atorvastatin,8450,8531,Weekly
Atorvastatin,9258,7723,Quarterly
Atorvastatin,4133,8896,Monthly
Lisinopril,1045,6300,Monthly
Insulin,3755,7241,Weekly
Insulin,9786,3999,Weekly
Insulin,8775,3390,Quarterly
Metformin,4374,4778,Weekly
Lisinopril,5699,8169,Quarterly
Metformin,3121,7936,Weekly
Atorvastatin,8659,1794,Quarterly
Atorvastatin,1419,3262,Quarterly
Atorvastatin,1963,10686,Quarterly
Insulin,9175,8716,Quarterly
Metformin,9154,7962,Quarterly
Atorvastatin,1833,6993,Quarterly
Lisinopril,4041,3487,Weekly
Insulin,1251,7550,Weekly
Metformin,6635,6328,Weekly
Insulin,3142,9858,Weekly
Insulin,5738,5058,Monthly
Metformin,9525,9167,Quarterly
Lisinopril,3009,5507,Weekly
Metformin,1045,9215,Quarterly
Metformin,2430,8913,Monthly
Insulin,9529,8176,Weekly
Insulin,6584,10782,Weekly
Atorvastatin,2417,10682,Quarterly
Lisinopril,6553,5170,Quarterly
Metformin,4006,9867,Quarterly
Metformin,2281,9392,Monthly
Metformin,7064,1594,Monthly
Atorvastatin,8978,5489,Quarterly
Metformin,5959,1716,Monthly
Lisinopril,2537,4599,Weekly
Lisinopril,6323,1711,Weekly
Lisinopril,1802,3501,Monthly
Atorvastatin,9968,9472,Quarterly
Metformin,4854,4886,Weekly
Lisinopril,7973,9957,Monthly
Metformin,6958,3271,Weekly
Insulin,4175,4666,Quarterly
Lisinopril,3912,3825,Weekly
Metformin,9214,10115,Weekly
Metformin,6459,9236,Quarterly
Lisinopril,7190,7992,Quarterly
Insulin,8279,7631,Weekly
Insulin,9888,4649,Weekly
Lisinopril,9800,9512,Monthly
Metformin,8292,8522,Monthly
Lisinopril,6042,5187,Weekly
Metformin,9726,4266,Monthly
Insulin,1719,3090,Quarterly
Atorvastatin,9955,7200,Monthly
Metformin,3680,7899,Quarterly
Metformin,3696,3978,Monthly
Atorvastatin,4522,8163,Weekly
Insulin,4373,7227,Quarterly
Atorvastatin,1466,1529,Monthly
Metformin,7292,4907,Quarterly
Insulin,2726,7915,Monthly
Lisinopril,1463,1515,Quarterly
Atorvastatin,7290,5047,Monthly
Metformin,7506,2743,Monthly
Lisinopril,6401,10929,Quarterly
Insulin,5439,3274,Quarterly
Atorvastatin,5851,7650,Monthly
Insulin,8357,1768,Quarterly
Lisinopril,9113,5405,Quarterly
Lisinopril,2840,2072,Monthly
Insulin,7606,7848,Monthly
Metformin,8218,9691,Quarterly
Lisinopril,3743,10320,Weekly
Metformin,7055,10205,Weekly
Insulin,1395,2027,Monthly
Lisinopril,2105,9280,Monthly
Insulin,6405,2187,Weekly
Insulin,7010,10039,Monthly
Atorvastatin,8348,8569,Quarterly
Metformin,1896,9721,Quarterly
Insulin,8408,10692,Monthly
Metformin,5099,2467,Monthly
Lisinopril,5851,1768,Quarterly
Insulin,4501,4152,Monthly
Insulin,2549,8676,Quarterly
Lisinopril,6441,8827,Monthly
Insulin,1294,8549,Weekly
Metformin,5760,6938,Weekly
Insulin,1274,6143,Monthly
Insulin,5884,10010,Weekly
Metformin,9746,4613,Quarterly
Atorvastatin,3943,6370,Weekly
Insulin,3694,8915,Weekly
Insulin,4558,7225,Monthly
Atorvastatin,5858,9570,Quarterly
Lisinopril,7270,3520,Monthly
Metformin,3662,2302,Quarterly
Atorvastatin,7199,7288,Quarterly
Metformin,6008,9484,Monthly
Metformin,7052,6968,Quarterly
Lisinopril,3715,7884,Weekly
Insulin,7170,3854,Weekly
Insulin,4994,1802,Weekly
Metformin,8675,3383,Quarterly
Lisinopril,2139,1546,Weekly
Insulin,9842,1952,Weekly
Insulin,3548,7682,Quarterly
Atorvastatin,6168,3143,Weekly
Insulin,7380,9863,Monthly
Lisinopril,6155,6183,Monthly
Metformin,2687,7290,Weekly
Lisinopril,7672,6669,Weekly
Insulin,6990,4000,Monthly
Metformin,2988,9376,Quarterly
Atorvastatin,5911,6188,Monthly
Atorvastatin,9257,3897,Weekly
Metformin,6457,1886,Monthly
Atorvastatin,9804,8155,Weekly
Lisinopril,9410,7968,Quarterly
Lisinopril,4414,9229,Weekly
Metformin,7352,5728,Quarterly
Insulin,5875,3940,Monthly
Metformin,8528,4502,Monthly
Lisinopril,8573,8343,Quarterly
Metformin,9418,10275,Quarterly
Metformin,4795,3079,Monthly
Atorvastatin,4757,7398,Monthly
Atorvastatin,7910,3561,Quarterly
Atorvastatin,9803,4345,Weekly
Atorvastatin,5926,5372,Weekly
Atorvastatin,6356,5025,Monthly
Metformin,5439,8472,Quarterly
Metformin,3646,9656,Quarterly
Metformin,7139,6888,Weekly
Lisinopril,8944,9396,Monthly
Metformin,7283,10396,Monthly
Lisinopril,2946,3903,Monthly
Insulin,1530,8204,Weekly
Metformin,7694,5188,Quarterly
Metformin,6622,7590,Weekly
Atorvastatin,8136,5779,Weekly
Insulin,6739,8542,Monthly
Atorvastatin,2767,4190,Quarterly
Insulin,2716,10574,Weekly
Atorvastatin,7939,2273,Quarterly
Metformin,9924,10645,Weekly
Lisinopril,7794,9149,Weekly
Metformin,9106,1655,Quarterly
Atorvastatin,2266,9643,Quarterly
Insulin,1186,9153,Weekly
Lisinopril,6684,9609,Weekly
Lisinopril,9228,8513,Quarterly
Lisinopril,2550,3245,Weekly
Insulin,9838,9865,Quarterly
Metformin,4870,10316,Quarterly
Metformin,5561,3478,Weekly
Atorvastatin,6641,2729,Monthly
Insulin,3232,4777,Monthly
Insulin,1391,8780,Quarterly
Atorvastatin,1423,8339,Quarterly
Insulin,9605,6968,Weekly
Metformin,5728,2395,Monthly
Lisinopril,5612,7421,Weekly
Atorvastatin,3995,4640,Weekly
Insulin,6681,10036,Monthly
Lisinopril,2498,3862,Monthly
Insulin,5235,10489,Weekly
Lisinopril,2599,3498,Quarterly
Lisinopril,3376,5305,Monthly
Metformin,2903,10213,Quarterly
Metformin,9647,6786,Weekly
Metformin,5265,3382,Monthly
Metformin,2072,4075,Monthly
Atorvastatin,6544,3136,Monthly
Atorvastatin,5616,9511,Monthly
Insulin,5034,5965,Quarterly
Lisinopril,5321,4920,Quarterly
Atorvastatin,1105,7295,Monthly
Insulin,7934,3224,Weekly
Metformin,4666,2549,Weekly
Insulin,9101,9915,Quarterly
Insulin,8304,3018,Monthly
Metformin,7256,6113,Monthly
Lisinopril,4453,7445,Quarterly
Metformin,9290,8096,Quarterly
Atorvastatin,7309,7023,Monthly
Metformin,2938,2202,Weekly
Metformin,1074,4690,Quarterly
Lisinopril,7893,9643,Quarterly
Insulin,6597,7691,Monthly
Lisinopril,4561,4463,Quarterly
Atorvastatin,1633,6987,Weekly
Atorvastatin,7618,8998,Weekly
Metformin,7568,6831,Monthly
Lisinopril,4566,7401,Weekly
